id,date,round,home_team_name,home_goals,away_team_name,away_goals,league,country,start_season,end_season,home_team_id,away_team_id,season_id,league_id
27611,2018-11-02 19:30:00,11,Napoli,5,Empoli,1,Serie A,Italy,2018-08-19,2019-05-26,8,5,2,1
27631,2018-11-03 16:00:00,11,Fiorentina,1,Roma,1,Serie A,Italy,2018-08-19,2019-05-26,4,19,2,1
27632,2018-11-03 14:00:00,11,Internazionale,5,Genoa,0,Serie A,Italy,2018-08-19,2019-05-26,22,11,2,1
27659,2018-11-04 18:30:00,11,Udinese,0,Milan,1,Serie A,Italy,2018-08-19,2019-05-26,24,18,2,1
27660,2018-11-04 17:00:00,11,Bologna,1,Atalanta,2,Serie A,Italy,2018-08-19,2019-05-26,27,2,2,1
27661,2018-11-04 14:00:00,11,Chievo,0,Sassuolo,2,Serie A,Italy,2018-08-19,2019-05-26,26,9,2,1
27662,2018-11-04 14:00:00,11,Parma,0,Frosinone,0,Serie A,Italy,2018-08-19,2019-05-26,21,10,2,1
27663,2018-11-04 14:00:00,11,Sampdoria,1,Torino,4,Serie A,Italy,2018-08-19,2019-05-26,25,7,2,1
27664,2018-11-04 11:30:00,11,Lazio,4,SPAL,1,Serie A,Italy,2018-08-19,2019-05-26,23,16,2,1
27665,2018-11-03 19:30:00,11,Juventus,3,Cagliari,1,Serie A,Italy,2018-08-19,2019-05-26,20,3,2,1
27704,2018-11-09 19:30:00,12,Frosinone,1,Fiorentina,1,Serie A,Italy,2018-08-19,2019-05-26,10,4,2,1
27726,2018-11-10 19:30:00,12,Genoa,1,Napoli,2,Serie A,Italy,2018-08-19,2019-05-26,11,8,2,1
27727,2018-11-10 16:00:00,12,SPAL,2,Cagliari,2,Serie A,Italy,2018-08-19,2019-05-26,16,3,2,1
27728,2018-11-10 13:00:00,12,Torino,1,Parma,2,Serie A,Italy,2018-08-19,2019-05-26,7,21,2,1
27766,2018-11-11 18:30:00,12,Milan,0,Juventus,2,Serie A,Italy,2018-08-19,2019-05-26,18,20,2,1
27767,2018-11-11 17:00:00,12,Sassuolo,1,Lazio,1,Serie A,Italy,2018-08-19,2019-05-26,9,23,2,1
27768,2018-11-11 14:00:00,12,Chievo,2,Bologna,2,Serie A,Italy,2018-08-19,2019-05-26,26,27,2,1
27769,2018-11-11 14:00:00,12,Empoli,2,Udinese,1,Serie A,Italy,2018-08-19,2019-05-26,5,24,2,1
27770,2018-11-11 14:00:00,12,Roma,4,Sampdoria,1,Serie A,Italy,2018-08-19,2019-05-26,19,25,2,1
27771,2018-11-11 11:30:00,12,Atalanta,4,Internazionale,1,Serie A,Italy,2018-08-19,2019-05-26,2,22,2,1
28427,2018-11-24 19:30:00,13,Internazionale,3,Frosinone,0,Serie A,Italy,2018-08-19,2019-05-26,22,10,2,1
28428,2018-11-24 17:00:00,13,Juventus,2,SPAL,0,Serie A,Italy,2018-08-19,2019-05-26,20,16,2,1
28429,2018-11-24 14:00:00,13,Udinese,1,Roma,0,Serie A,Italy,2018-08-19,2019-05-26,24,19,2,1
28461,2018-11-25 19:30:00,13,Genoa,1,Sampdoria,1,Serie A,Italy,2018-08-19,2019-05-26,11,25,2,1
28462,2018-11-25 17:00:00,13,Lazio,1,Milan,1,Serie A,Italy,2018-08-19,2019-05-26,23,18,2,1
28463,2018-11-25 14:00:00,13,Bologna,0,Fiorentina,0,Serie A,Italy,2018-08-19,2019-05-26,27,4,2,1
28464,2018-11-25 14:00:00,13,Empoli,3,Atalanta,2,Serie A,Italy,2018-08-19,2019-05-26,5,2,2,1
28465,2018-11-25 14:00:00,13,Napoli,0,Chievo,0,Serie A,Italy,2018-08-19,2019-05-26,8,26,2,1
28466,2018-11-25 11:30:00,13,Parma,2,Sassuolo,1,Serie A,Italy,2018-08-19,2019-05-26,21,9,2,1
28483,2018-11-26 19:30:00,13,Cagliari,0,Torino,0,Serie A,Italy,2018-08-19,2019-05-26,3,7,2,1
28637,2018-12-01 19:30:00,14,Sampdoria,4,Bologna,1,Serie A,Italy,2018-08-19,2019-05-26,25,27,2,1
28638,2018-12-01 17:00:00,14,Fiorentina,0,Juventus,3,Serie A,Italy,2018-08-19,2019-05-26,4,20,2,1
28639,2018-12-01 14:00:00,14,SPAL,2,Empoli,2,Serie A,Italy,2018-08-19,2019-05-26,16,5,2,1
28666,2018-12-02 19:30:00,14,Roma,2,Internazionale,2,Serie A,Italy,2018-08-19,2019-05-26,19,22,2,1
28667,2018-12-02 17:00:00,14,Chievo,1,Lazio,1,Serie A,Italy,2018-08-19,2019-05-26,26,23,2,1
28668,2018-12-02 14:00:00,14,Frosinone,1,Cagliari,1,Serie A,Italy,2018-08-19,2019-05-26,10,3,2,1
28669,2018-12-02 14:00:00,14,Sassuolo,0,Udinese,0,Serie A,Italy,2018-08-19,2019-05-26,9,24,2,1
28670,2018-12-02 14:00:00,14,Torino,2,Genoa,1,Serie A,Italy,2018-08-19,2019-05-26,7,11,2,1
28671,2018-12-02 11:30:00,14,Milan,2,Parma,1,Serie A,Italy,2018-08-19,2019-05-26,18,21,2,1
28698,2018-12-03 19:30:00,14,Atalanta,1,Napoli,2,Serie A,Italy,2018-08-19,2019-05-26,2,8,2,1
28728,2018-12-07 19:30:00,15,Juventus,1,Internazionale,0,Serie A,Italy,2018-08-19,2019-05-26,20,22,2,1
28752,2018-12-08 19:30:00,15,Lazio,2,Sampdoria,2,Serie A,Italy,2018-08-19,2019-05-26,23,25,2,1
28753,2018-12-08 17:00:00,15,Cagliari,2,Roma,2,Serie A,Italy,2018-08-19,2019-05-26,3,19,2,1
28754,2018-12-08 14:00:00,15,Napoli,4,Frosinone,0,Serie A,Italy,2018-08-19,2019-05-26,8,10,2,1
28777,2018-12-09 19:30:00,15,Milan,0,Torino,0,Serie A,Italy,2018-08-19,2019-05-26,18,7,2,1
28778,2018-12-09 17:00:00,15,Genoa,1,SPAL,1,Serie A,Italy,2018-08-19,2019-05-26,11,16,2,1
28779,2018-12-09 14:00:00,15,Empoli,2,Bologna,1,Serie A,Italy,2018-08-19,2019-05-26,5,27,2,1
28780,2018-12-09 14:00:00,15,Parma,1,Chievo,1,Serie A,Italy,2018-08-19,2019-05-26,21,26,2,1
28781,2018-12-09 14:00:00,15,Udinese,1,Atalanta,3,Serie A,Italy,2018-08-19,2019-05-26,24,2,2,1
28782,2018-12-09 11:30:00,15,Sassuolo,3,Fiorentina,3,Serie A,Italy,2018-08-19,2019-05-26,9,4,2,1
28827,2018-12-15 19:30:00,16,Torino,0,Juventus,1,Serie A,Italy,2018-08-19,2019-05-26,7,20,2,1
28828,2018-12-15 17:00:00,16,Internazionale,1,Udinese,0,Serie A,Italy,2018-08-19,2019-05-26,22,24,2,1
28853,2018-12-16 19:30:00,16,Roma,3,Genoa,2,Serie A,Italy,2018-08-19,2019-05-26,19,11,2,1
28854,2018-12-16 17:00:00,16,Cagliari,0,Napoli,1,Serie A,Italy,2018-08-19,2019-05-26,3,8,2,1
28855,2018-12-16 14:00:00,16,Fiorentina,3,Empoli,1,Serie A,Italy,2018-08-19,2019-05-26,4,5,2,1
28856,2018-12-16 14:00:00,16,Frosinone,0,Sassuolo,2,Serie A,Italy,2018-08-19,2019-05-26,10,9,2,1
28857,2018-12-16 14:00:00,16,Sampdoria,2,Parma,0,Serie A,Italy,2018-08-19,2019-05-26,25,21,2,1
28858,2018-12-16 11:30:00,16,SPAL,0,Chievo,0,Serie A,Italy,2018-08-19,2019-05-26,16,26,2,1
28871,2018-12-17 19:30:00,16,Atalanta,1,Lazio,0,Serie A,Italy,2018-08-19,2019-05-26,2,23,2,1
28873,2018-12-18 19:30:00,16,Bologna,0,Milan,0,Serie A,Italy,2018-08-19,2019-05-26,27,18,2,1
28900,2018-12-22 19:30:00,17,Juventus,1,Roma,0,Serie A,Italy,2018-08-19,2019-05-26,20,19,2,1
28901,2018-12-22 17:00:00,17,Chievo,1,Internazionale,1,Serie A,Italy,2018-08-19,2019-05-26,26,22,2,1
28902,2018-12-22 17:00:00,17,Parma,0,Bologna,0,Serie A,Italy,2018-08-19,2019-05-26,21,27,2,1
28903,2018-12-22 14:00:00,17,Empoli,2,Sampdoria,4,Serie A,Italy,2018-08-19,2019-05-26,5,25,2,1
28904,2018-12-22 14:00:00,17,Genoa,3,Atalanta,1,Serie A,Italy,2018-08-19,2019-05-26,11,2,2,1
28905,2018-12-22 14:00:00,17,Milan,0,Fiorentina,1,Serie A,Italy,2018-08-19,2019-05-26,18,4,2,1
28906,2018-12-22 14:00:00,17,Napoli,1,SPAL,0,Serie A,Italy,2018-08-19,2019-05-26,8,16,2,1
28907,2018-12-22 14:00:00,17,Sassuolo,1,Torino,1,Serie A,Italy,2018-08-19,2019-05-26,9,7,2,1
28908,2018-12-22 14:00:00,17,Udinese,1,Frosinone,1,Serie A,Italy,2018-08-19,2019-05-26,24,10,2,1
28909,2018-12-22 11:30:00,17,Lazio,3,Cagliari,1,Serie A,Italy,2018-08-19,2019-05-26,23,3,2,1
28975,2018-12-26 19:30:00,18,Internazionale,1,Napoli,0,Serie A,Italy,2018-08-19,2019-05-26,22,8,2,1
28976,2018-12-26 17:00:00,18,Roma,3,Sassuolo,1,Serie A,Italy,2018-08-19,2019-05-26,19,9,2,1
28977,2018-12-26 17:00:00,18,SPAL,0,Udinese,0,Serie A,Italy,2018-08-19,2019-05-26,16,24,2,1
28978,2018-12-26 17:00:00,18,Torino,3,Empoli,0,Serie A,Italy,2018-08-19,2019-05-26,7,5,2,1
28979,2018-12-26 14:00:00,18,Atalanta,2,Juventus,2,Serie A,Italy,2018-08-19,2019-05-26,2,20,2,1
28980,2018-12-26 14:00:00,18,Bologna,0,Lazio,2,Serie A,Italy,2018-08-19,2019-05-26,27,23,2,1
28981,2018-12-26 14:00:00,18,Cagliari,1,Genoa,0,Serie A,Italy,2018-08-19,2019-05-26,3,11,2,1
28982,2018-12-26 14:00:00,18,Fiorentina,0,Parma,1,Serie A,Italy,2018-08-19,2019-05-26,4,21,2,1
28983,2018-12-26 14:00:00,18,Sampdoria,2,Chievo,0,Serie A,Italy,2018-08-19,2019-05-26,25,26,2,1
28984,2018-12-26 11:30:00,18,Frosinone,0,Milan,0,Serie A,Italy,2018-08-19,2019-05-26,10,18,2,1
28994,2018-12-29 19:30:00,19,Milan,2,SPAL,1,Serie A,Italy,2018-08-19,2019-05-26,18,16,2,1
28995,2018-12-29 17:00:00,19,Napoli,3,Bologna,2,Serie A,Italy,2018-08-19,2019-05-26,8,27,2,1
28996,2018-12-29 14:00:00,19,Chievo,1,Frosinone,0,Serie A,Italy,2018-08-19,2019-05-26,26,10,2,1
28997,2018-12-29 14:00:00,19,Empoli,0,Internazionale,1,Serie A,Italy,2018-08-19,2019-05-26,5,22,2,1
28998,2018-12-29 14:00:00,19,Genoa,0,Fiorentina,0,Serie A,Italy,2018-08-19,2019-05-26,11,4,2,1
28999,2018-12-29 14:00:00,19,Lazio,1,Torino,1,Serie A,Italy,2018-08-19,2019-05-26,23,7,2,1
29000,2018-12-29 14:00:00,19,Parma,0,Roma,2,Serie A,Italy,2018-08-19,2019-05-26,21,19,2,1
29001,2018-12-29 14:00:00,19,Sassuolo,2,Atalanta,6,Serie A,Italy,2018-08-19,2019-05-26,9,2,2,1
29002,2018-12-29 14:00:00,19,Udinese,2,Cagliari,0,Serie A,Italy,2018-08-19,2019-05-26,24,3,2,1
29003,2018-12-29 11:30:00,19,Juventus,2,Sampdoria,1,Serie A,Italy,2018-08-19,2019-05-26,20,25,2,1
42422,2019-01-19 19:30:00,20,Internazionale,0,Sassuolo,0,Serie A,Italy,2018-08-19,2019-05-26,22,9,2,1
42423,2019-01-19 17:00:00,20,Udinese,1,Parma,2,Serie A,Italy,2018-08-19,2019-05-26,24,21,2,1
42424,2019-01-19 14:00:00,20,Roma,3,Torino,2,Serie A,Italy,2018-08-19,2019-05-26,19,7,2,1
42455,2019-01-20 19:30:00,20,Napoli,2,Lazio,1,Serie A,Italy,2018-08-19,2019-05-26,8,23,2,1
42456,2019-01-20 17:00:00,20,Cagliari,2,Empoli,2,Serie A,Italy,2018-08-19,2019-05-26,3,5,2,1
42457,2019-01-20 14:00:00,20,SPAL,1,Bologna,1,Serie A,Italy,2018-08-19,2019-05-26,16,27,2,1
42458,2019-01-20 14:00:00,20,Fiorentina,3,Sampdoria,3,Serie A,Italy,2018-08-19,2019-05-26,4,25,2,1
42459,2019-01-20 11:30:00,20,Frosinone,0,Atalanta,5,Serie A,Italy,2018-08-19,2019-05-26,10,2,2,1
42464,2019-01-21 19:30:00,20,Juventus,3,Chievo,0,Serie A,Italy,2018-08-19,2019-05-26,20,26,2,1
42465,2019-01-21 14:00:00,20,Genoa,0,Milan,2,Serie A,Italy,2018-08-19,2019-05-26,11,18,2,1
42504,2019-01-26 19:30:00,21,Milan,0,Napoli,0,Serie A,Italy,2018-08-19,2019-05-26,18,8,2,1
42505,2019-01-26 17:00:00,21,Sampdoria,4,Udinese,0,Serie A,Italy,2018-08-19,2019-05-26,25,24,2,1
42506,2019-01-26 14:00:00,21,Sassuolo,3,Cagliari,0,Serie A,Italy,2018-08-19,2019-05-26,9,3,2,1
42532,2019-01-27 17:00:00,21,Torino,1,Internazionale,0,Serie A,Italy,2018-08-19,2019-05-26,7,22,2,1
42533,2019-01-27 14:00:00,21,Bologna,0,Frosinone,4,Serie A,Italy,2018-08-19,2019-05-26,27,10,2,1
42534,2019-01-27 14:00:00,21,Atalanta,3,Roma,3,Serie A,Italy,2018-08-19,2019-05-26,2,19,2,1
42535,2019-01-27 14:00:00,21,Parma,2,SPAL,3,Serie A,Italy,2018-08-19,2019-05-26,21,16,2,1
42536,2019-01-27 11:30:00,21,Chievo,3,Fiorentina,4,Serie A,Italy,2018-08-19,2019-05-26,26,4,2,1
42549,2019-01-27 19:30:00,21,Lazio,1,Juventus,2,Serie A,Italy,2018-08-19,2019-05-26,23,20,2,1
46161,2019-01-28 19:30:00,21,Empoli,1,Genoa,3,Serie A,Italy,2018-08-19,2019-05-26,5,11,2,1
46227,2019-02-02 14:00:00,22,Empoli,2,Chievo,2,Serie A,Italy,2018-08-19,2019-05-26,5,26,2,1
46266,2019-02-03 19:30:00,22,Roma,1,Milan,1,Serie A,Italy,2018-08-19,2019-05-26,19,18,2,1
46267,2019-02-03 17:00:00,22,Internazionale,0,Bologna,1,Serie A,Italy,2018-08-19,2019-05-26,22,27,2,1
46268,2019-02-03 14:00:00,22,Udinese,1,Fiorentina,1,Serie A,Italy,2018-08-19,2019-05-26,24,4,2,1
46269,2019-02-03 14:00:00,22,Genoa,1,Sassuolo,1,Serie A,Italy,2018-08-19,2019-05-26,11,9,2,1
46270,2019-02-03 11:30:00,22,SPAL,0,Torino,0,Serie A,Italy,2018-08-19,2019-05-26,16,7,2,1
46271,2019-02-02 19:30:00,22,Juventus,3,Parma,3,Serie A,Italy,2018-08-19,2019-05-26,20,21,2,1
46272,2019-02-02 17:00:00,22,Napoli,3,Sampdoria,0,Serie A,Italy,2018-08-19,2019-05-26,8,25,2,1
46279,2019-02-04 20:00:00,22,Cagliari,0,Atalanta,1,Serie A,Italy,2018-08-19,2019-05-26,3,2,2,1
46280,2019-02-04 18:00:00,22,Frosinone,0,Lazio,1,Serie A,Italy,2018-08-19,2019-05-26,10,23,2,1
46293,2019-02-07 19:30:00,23,Lazio,1,Empoli,0,Serie A,Italy,2018-08-19,2019-05-26,23,5,2,1
46337,2019-02-09 19:30:00,23,Parma,0,Internazionale,1,Serie A,Italy,2018-08-19,2019-05-26,21,22,2,1
46338,2019-02-09 17:00:00,23,Fiorentina,0,Napoli,0,Serie A,Italy,2018-08-19,2019-05-26,4,8,2,1
46339,2019-02-08 19:30:00,23,Chievo,0,Roma,3,Serie A,Italy,2018-08-19,2019-05-26,26,19,2,1
46377,2019-02-10 19:30:00,23,Milan,3,Cagliari,0,Serie A,Italy,2018-08-19,2019-05-26,18,3,2,1
46378,2019-02-10 17:00:00,23,Sassuolo,0,Juventus,3,Serie A,Italy,2018-08-19,2019-05-26,9,20,2,1
46379,2019-02-10 14:00:00,23,Sampdoria,0,Frosinone,1,Serie A,Italy,2018-08-19,2019-05-26,25,10,2,1
46380,2019-02-10 14:00:00,23,Atalanta,2,SPAL,1,Serie A,Italy,2018-08-19,2019-05-26,2,16,2,1
46381,2019-02-10 14:00:00,23,Torino,1,Udinese,0,Serie A,Italy,2018-08-19,2019-05-26,7,24,2,1
46382,2019-02-10 11:30:00,23,Bologna,1,Genoa,1,Serie A,Italy,2018-08-19,2019-05-26,27,11,2,1
46452,2019-02-16 19:30:00,24,Atalanta,1,Milan,3,Serie A,Italy,2018-08-19,2019-05-26,2,18,2,1
46453,2019-02-16 17:00:00,24,Cagliari,2,Parma,1,Serie A,Italy,2018-08-19,2019-05-26,3,21,2,1
46454,2019-02-15 19:30:00,24,Juventus,3,Frosinone,0,Serie A,Italy,2018-08-19,2019-05-26,20,10,2,1
46485,2019-02-17 17:00:00,24,Internazionale,2,Sampdoria,1,Serie A,Italy,2018-08-19,2019-05-26,22,25,2,1
46486,2019-02-17 14:00:00,24,Udinese,1,Chievo,0,Serie A,Italy,2018-08-19,2019-05-26,24,26,2,1
46487,2019-02-17 14:00:00,24,Genoa,2,Lazio,1,Serie A,Italy,2018-08-19,2019-05-26,11,23,2,1
46488,2019-02-17 14:00:00,24,Empoli,3,Sassuolo,0,Serie A,Italy,2018-08-19,2019-05-26,5,9,2,1
46489,2019-02-17 11:30:00,24,SPAL,1,Fiorentina,4,Serie A,Italy,2018-08-19,2019-05-26,16,4,2,1
46500,2019-02-18 19:30:00,24,Roma,2,Bologna,1,Serie A,Italy,2018-08-19,2019-05-26,19,27,2,1
46501,2019-02-17 19:30:00,24,Napoli,0,Torino,0,Serie A,Italy,2018-08-19,2019-05-26,8,7,2,1
46528,2019-02-22 19:30:00,25,Milan,3,Empoli,0,Serie A,Italy,2018-08-19,2019-05-26,18,5,2,1
46561,2019-02-23 19:30:00,25,Frosinone,2,Roma,3,Serie A,Italy,2018-08-19,2019-05-26,10,19,2,1
46562,2019-02-23 14:00:00,25,Torino,2,Atalanta,0,Serie A,Italy,2018-08-19,2019-05-26,7,2,2,1
46601,2019-02-24 19:30:00,25,Fiorentina,3,Internazionale,3,Serie A,Italy,2018-08-19,2019-05-26,4,22,2,1
46602,2019-02-24 17:00:00,25,Parma,0,Napoli,4,Serie A,Italy,2018-08-19,2019-05-26,21,8,2,1
46603,2019-02-24 14:00:00,25,Chievo,0,Genoa,0,Serie A,Italy,2018-08-19,2019-05-26,26,11,2,1
46604,2019-02-24 14:00:00,25,Bologna,0,Juventus,1,Serie A,Italy,2018-08-19,2019-05-26,27,20,2,1
46605,2019-02-24 14:00:00,25,Sassuolo,1,SPAL,1,Serie A,Italy,2018-08-19,2019-05-26,9,16,2,1
46606,2019-02-24 11:30:00,25,Sampdoria,1,Cagliari,0,Serie A,Italy,2018-08-19,2019-05-26,25,3,2,1
47143,2019-03-03 19:30:00,26,Napoli,1,Juventus,2,Serie A,Italy,2018-08-19,2019-05-26,8,20,2,1
47144,2019-03-03 17:00:00,26,Atalanta,3,Fiorentina,1,Serie A,Italy,2018-08-19,2019-05-26,2,4,2,1
47145,2019-03-03 14:00:00,26,Udinese,2,Bologna,1,Serie A,Italy,2018-08-19,2019-05-26,24,27,2,1
47146,2019-03-03 14:00:00,26,Genoa,0,Frosinone,0,Serie A,Italy,2018-08-19,2019-05-26,11,10,2,1
47147,2019-03-03 14:00:00,26,SPAL,1,Sampdoria,2,Serie A,Italy,2018-08-19,2019-05-26,16,25,2,1
47148,2019-03-03 11:30:00,26,Torino,3,Chievo,0,Serie A,Italy,2018-08-19,2019-05-26,7,26,2,1
47149,2019-03-02 19:30:00,26,Lazio,3,Roma,0,Serie A,Italy,2018-08-19,2019-05-26,23,19,2,1
47150,2019-03-02 17:00:00,26,Milan,1,Sassuolo,0,Serie A,Italy,2018-08-19,2019-05-26,18,9,2,1
47151,2019-03-02 14:00:00,26,Empoli,3,Parma,3,Serie A,Italy,2018-08-19,2019-05-26,5,21,2,1
47152,2019-03-01 19:30:00,26,Cagliari,2,Internazionale,1,Serie A,Italy,2018-08-19,2019-05-26,3,22,2,1
47174,2019-03-08 19:30:00,27,Juventus,4,Udinese,1,Serie A,Italy,2018-08-19,2019-05-26,20,24,2,1
47219,2019-03-09 19:30:00,27,Chievo,1,Milan,2,Serie A,Italy,2018-08-19,2019-05-26,26,18,2,1
47220,2019-03-09 17:00:00,27,Parma,1,Genoa,0,Serie A,Italy,2018-08-19,2019-05-26,21,11,2,1
47265,2019-03-10 17:00:00,27,Sassuolo,1,Napoli,1,Serie A,Italy,2018-08-19,2019-05-26,9,8,2,1
47266,2019-03-10 14:00:00,27,Sampdoria,1,Atalanta,2,Serie A,Italy,2018-08-19,2019-05-26,25,2,2,1
47267,2019-03-10 14:00:00,27,Internazionale,2,SPAL,0,Serie A,Italy,2018-08-19,2019-05-26,22,16,2,1
47268,2019-03-10 14:00:00,27,Frosinone,1,Torino,2,Serie A,Italy,2018-08-19,2019-05-26,10,7,2,1
47269,2019-03-10 11:30:00,27,Bologna,2,Cagliari,0,Serie A,Italy,2018-08-19,2019-05-26,27,3,2,1
47282,2019-03-11 19:30:00,27,Roma,2,Empoli,1,Serie A,Italy,2018-08-19,2019-05-26,19,5,2,1
47283,2019-03-10 19:30:00,27,Fiorentina,1,Lazio,1,Serie A,Italy,2018-08-19,2019-05-26,4,23,2,1
47357,2019-03-16 19:30:00,28,Torino,2,Bologna,3,Serie A,Italy,2018-08-19,2019-05-26,7,27,2,1
47358,2019-03-16 17:00:00,28,SPAL,2,Roma,1,Serie A,Italy,2018-08-19,2019-05-26,16,19,2,1
47359,2019-03-16 14:00:00,28,Sassuolo,3,Sampdoria,5,Serie A,Italy,2018-08-19,2019-05-26,9,25,2,1
47360,2019-03-15 19:30:00,28,Cagliari,2,Fiorentina,1,Serie A,Italy,2018-08-19,2019-05-26,3,4,2,1
47400,2019-03-17 17:00:00,28,Napoli,4,Udinese,2,Serie A,Italy,2018-08-19,2019-05-26,8,24,2,1
47401,2019-03-17 14:00:00,28,Atalanta,1,Chievo,1,Serie A,Italy,2018-08-19,2019-05-26,2,26,2,1
47402,2019-03-17 14:00:00,28,Empoli,2,Frosinone,1,Serie A,Italy,2018-08-19,2019-05-26,5,10,2,1
47403,2019-03-17 14:00:00,28,Lazio,4,Parma,1,Serie A,Italy,2018-08-19,2019-05-26,23,21,2,1
47404,2019-03-17 11:30:00,28,Genoa,2,Juventus,0,Serie A,Italy,2018-08-19,2019-05-26,11,20,2,1
47409,2019-03-17 19:30:00,28,Milan,2,Internazionale,3,Serie A,Italy,2018-08-19,2019-05-26,18,22,2,1
47440,2019-03-29 19:30:00,29,Chievo,0,Cagliari,3,Serie A,Italy,2018-08-19,2019-05-26,26,3,2,1
47494,2019-03-30 19:30:00,29,Sampdoria,1,Milan,0,Serie A,Italy,2018-08-19,2019-05-26,25,18,2,1
47495,2019-03-30 17:00:00,29,Juventus,1,Empoli,0,Serie A,Italy,2018-08-19,2019-05-26,20,5,2,1
47496,2019-03-30 14:00:00,29,Udinese,2,Genoa,0,Serie A,Italy,2018-08-19,2019-05-26,24,11,2,1
47804,2019-03-31 18:30:00,29,Internazionale,0,Lazio,1,Serie A,Italy,2018-08-19,2019-05-26,22,23,2,1
47805,2019-03-31 16:00:00,29,Bologna,2,Sassuolo,1,Serie A,Italy,2018-08-19,2019-05-26,27,9,2,1
47806,2019-03-31 13:00:00,29,Roma,1,Napoli,4,Serie A,Italy,2018-08-19,2019-05-26,19,8,2,1
47807,2019-03-31 13:00:00,29,Frosinone,0,SPAL,1,Serie A,Italy,2018-08-19,2019-05-26,10,16,2,1
47808,2019-03-31 13:00:00,29,Fiorentina,1,Torino,1,Serie A,Italy,2018-08-19,2019-05-26,4,7,2,1
47809,2019-03-31 10:30:00,29,Parma,1,Atalanta,3,Serie A,Italy,2018-08-19,2019-05-26,21,2,2,1
47833,2019-04-02 19:00:00,30,Cagliari,0,Juventus,2,Serie A,Italy,2018-08-19,2019-05-26,3,20,2,1
47834,2019-04-02 17:00:00,30,Milan,1,Udinese,1,Serie A,Italy,2018-08-19,2019-05-26,18,24,2,1
47852,2019-04-03 19:00:00,30,Roma,2,Fiorentina,2,Serie A,Italy,2018-08-19,2019-05-26,19,4,2,1
47853,2019-04-03 19:00:00,30,Genoa,0,Internazionale,4,Serie A,Italy,2018-08-19,2019-05-26,11,22,2,1
47854,2019-04-03 19:00:00,30,SPAL,1,Lazio,0,Serie A,Italy,2018-08-19,2019-05-26,16,23,2,1
47855,2019-04-03 19:00:00,30,Frosinone,3,Parma,2,Serie A,Italy,2018-08-19,2019-05-26,10,21,2,1
47856,2019-04-03 19:00:00,30,Torino,2,Sampdoria,1,Serie A,Italy,2018-08-19,2019-05-26,7,25,2,1
47857,2019-04-03 17:00:00,30,Empoli,2,Napoli,1,Serie A,Italy,2018-08-19,2019-05-26,5,8,2,1
47866,2019-04-04 19:00:00,30,Atalanta,4,Bologna,1,Serie A,Italy,2018-08-19,2019-05-26,2,27,2,1
47867,2019-04-04 17:00:00,30,Sassuolo,4,Chievo,0,Serie A,Italy,2018-08-19,2019-05-26,9,26,2,1
47934,2019-04-06 18:30:00,31,Sampdoria,0,Roma,1,Serie A,Italy,2018-08-19,2019-05-26,25,19,2,1
47935,2019-04-06 16:00:00,31,Juventus,2,Milan,1,Serie A,Italy,2018-08-19,2019-05-26,20,18,2,1
47936,2019-04-06 13:00:00,31,Parma,0,Torino,0,Serie A,Italy,2018-08-19,2019-05-26,21,7,2,1
47981,2019-04-07 18:30:00,31,Napoli,1,Genoa,1,Serie A,Italy,2018-08-19,2019-05-26,8,11,2,1
47982,2019-04-07 16:00:00,31,Internazionale,0,Atalanta,0,Serie A,Italy,2018-08-19,2019-05-26,22,2,2,1
47983,2019-04-07 16:00:00,31,Lazio,2,Sassuolo,2,Serie A,Italy,2018-08-19,2019-05-26,23,9,2,1
47984,2019-04-07 13:00:00,31,Udinese,3,Empoli,2,Serie A,Italy,2018-08-19,2019-05-26,24,5,2,1
47985,2019-04-07 13:00:00,31,Cagliari,2,SPAL,1,Serie A,Italy,2018-08-19,2019-05-26,3,16,2,1
47986,2019-04-07 10:30:00,31,Fiorentina,0,Frosinone,1,Serie A,Italy,2018-08-19,2019-05-26,4,10,2,1
48002,2019-04-08 18:30:00,31,Bologna,3,Chievo,0,Serie A,Italy,2018-08-19,2019-05-26,27,26,2,1
48085,2019-04-13 18:30:00,32,Milan,1,Lazio,0,Serie A,Italy,2018-08-19,2019-05-26,18,23,2,1
48086,2019-04-13 16:00:00,32,Roma,1,Udinese,0,Serie A,Italy,2018-08-19,2019-05-26,19,24,2,1
48087,2019-04-13 13:00:00,32,SPAL,2,Juventus,1,Serie A,Italy,2018-08-19,2019-05-26,16,20,2,1
48135,2019-04-14 18:30:00,32,Frosinone,1,Internazionale,3,Serie A,Italy,2018-08-19,2019-05-26,10,22,2,1
48136,2019-04-14 16:00:00,32,Chievo,1,Napoli,3,Serie A,Italy,2018-08-19,2019-05-26,26,8,2,1
48137,2019-04-14 13:00:00,32,Fiorentina,0,Bologna,0,Serie A,Italy,2018-08-19,2019-05-26,4,27,2,1
48138,2019-04-14 13:00:00,32,Sampdoria,2,Genoa,0,Serie A,Italy,2018-08-19,2019-05-26,25,11,2,1
48139,2019-04-14 13:00:00,32,Sassuolo,0,Parma,0,Serie A,Italy,2018-08-19,2019-05-26,9,21,2,1
48140,2019-04-14 10:30:00,32,Torino,1,Cagliari,1,Serie A,Italy,2018-08-19,2019-05-26,7,3,2,1
48147,2019-04-15 18:30:00,32,Atalanta,0,Empoli,0,Serie A,Italy,2018-08-19,2019-05-26,2,5,2,1
