"";"xGhomehome";"xGawayaway";"xGhome_team_away";"xGaway_team_home";"punti_homehome";"punti_awayaway";"punti_home_team_away";"punti_away_team_home";"classificahome";"classificatrasf";"risultato"
"824";0,486666666666667;1,174;0,268666666666667;1,04966666666667;2;1;0;0,333333333333333;22;29;"1"
"825";1,98833333333333;0,685333333333333;1,989;0,374666666666667;2;0;1,66666666666667;2,33333333333333;74;29;"1"
"826";0,991;2,14966666666667;1,56933333333333;1,393;1;1,33333333333333;1;2,33333333333333;42;59;"1"
"827";0,619;0,906;1,209;1,4175;1,5;0;0,75;1,75;47;34;"X"
"828";0,2965;1,59033333333333;0,53525;1,44366666666667;2;2;1,25;1,33333333333333;26;47;"X"
"829";1,009;2,09066666666667;2,04075;1,47633333333333;1,5;2,33333333333333;2,5;3;60;47;"2"
"830";1,978;1,218;0,620666666666667;1,46366666666667;2;2,33333333333333;0;3;13;78;"2"
"831";0,643333333333333;1,1855;1,56933333333333;1,31925;1;0;1;1;39;24;"1"
"833";0,36;1,8835;0,685333333333333;1,45675;2;1,5;0;0,75;28;28;"X"
"834";1,5375;0,283;0,64325;0,486666666666667;1,5;0;0;2;10;22;"1"
"835";1,55666666666667;0,851;0,796666666666667;1,04966666666667;1,33333333333333;1,33333333333333;1;0,333333333333333;31;29;"1"
"836";0,382;1,828;0,65925;1,319;0;2;0;2,25;33;44;"2"
"837";1,53;1,176;1,537;1,78033333333333;2;0;1,75;2;47;44;"2"
"839";1,33;1,931;1,33366666666667;2,0005;0,666666666666667;2;1;2,25;27;73;"X"
"840";0,401;0,7265;0,564;1,41025;1,5;0;0;1,75;25;44;"1"
"841";1,10466666666667;0,772333333333333;0,987666666666667;1,381;1,33333333333333;0;1,33333333333333;1;54;10;"1"
"842";1,23;1,4995;1,499;1,31925;2;0,5;2,33333333333333;1;41;24;"1"
"843";0,99325;0,248;2,2745;0,453;2;0;1,5;1,5;55;22;"1"
"844";0,99;0,623666666666667;0,80375;0,358333333333333;1,5;1,33333333333333;1,5;1,33333333333333;30;25;"X"
"845";1,18266666666667;1,12366666666667;0,851;0,643333333333333;1,33333333333333;0,333333333333333;1,33333333333333;1;29;36;"2"
"846";1,4155;0,744666666666667;1,537;0,533666666666667;2;0;1,75;0,333333333333333;44;33;"1"
"847";1,09533333333333;1,89966666666667;0,933333333333333;1,51166666666667;2;3;0,333333333333333;2;34;59;"X"
"848";1,081;0,954;0,987666666666667;0,92125;1;0;1,33333333333333;1,5;53;33;"X"
"849";2,12633333333333;0,734666666666667;2,032;1,13366666666667;2;2;2,33333333333333;1;70;30;"1"
"856";0,5065;1,08866666666667;0,64675;2,13933333333333;1,5;3;1;3;24;74;"X"
