"";"id";"date";"round";"home_team_name";"home_goals";"away_team_name";"away_goals";"league";"country";"start_season";"end_season";"home_team_id";"away_team_id";"season_id";"league_id";"xGcasa";"xGtrasferta";"xGhomehome";"punti_homehome";"xGawayaway";"punti_awayaway";"xGhome_team_away";"punti_home_team_away";"xGaway_team_home";"punti_away_team_home";"classificahome";"classificatrasf";"risultato"
"120";27771;"2018-11-11 11:30:00";12;"Atalanta";4;"Internazionale";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";2;22;2;1;4,132;1,32;1,94533333333333;1,33333333333333;1,48;3;1,57;2;2,09175;3;15;25;"1"
"121";28427;"2018-11-24 19:30:00";13;"Internazionale";3;"Frosinone";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";22;10;2;1;2,907;0,196;2,16933333333333;3;1,24033333333333;1,33333333333333;1,42666666666667;2;1,00733333333333;0,666666666666667;25;7;"1"
"122";28428;"2018-11-24 17:00:00";13;"Juventus";2;"SPAL";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";20;16;2;1;1,824;0,33;2,33466666666667;2,33333333333333;1,32666666666667;1;1,94433333333333;3;1,90733333333333;0,333333333333333;34;13;"1"
"123";28429;"2018-11-24 14:00:00";13;"Udinese";1;"Roma";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";24;19;2;1;1,367;1,25;0,968;0;1,209;1,66666666666667;1,793;0,333333333333333;2,37466666666667;2;9;19;"1"
"124";28461;"2018-11-25 19:30:00";13;"Genoa";1;"Sampdoria";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";11;25;2;1;1,995;0,654;1,39266666666667;0,333333333333333;0,54;1;0,497666666666667;0,333333333333333;1,714;1,33333333333333;14;15;"X"
"125";28462;"2018-11-25 17:00:00";13;"Lazio";1;"Milan";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";23;18;2;1;0,997;0,406;1,72066666666667;2;0,7165;1,5;1,74566666666667;1,33333333333333;1,77225;2,25;22;21;"X"
"126";28463;"2018-11-25 14:00:00";13;"Bologna";0;"Fiorentina";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";27;4;2;1;0,327;1,624;1,56;1,33333333333333;1,45566666666667;0,666666666666667;1,244;0,666666666666667;1,215;1,66666666666667;10;17;"X"
"127";28464;"2018-11-25 14:00:00";13;"Empoli";3;"Atalanta";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";5;2;2;1;2,431;2,021;1,27233333333333;1;1,57;2;1,13333333333333;0,333333333333333;3,09866666666667;2;9;18;"1"
"128";28465;"2018-11-25 14:00:00";13;"Napoli";0;"Chievo";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";8;26;2;1;1,307;0,34;2,086;2,33333333333333;0,8005;0;1,73933333333333;2;0,988;0,25;28;3;"X"
"129";28466;"2018-11-25 11:30:00";13;"Parma";2;"Sassuolo";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";21;9;2;1;2,213;1,519;0,493333333333333;1,33333333333333;0,904333333333333;1,33333333333333;1,37966666666667;2;1,061;0,666666666666667;17;19;"1"
"130";28483;"2018-11-26 19:30:00";13;"Cagliari";0;"Torino";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";3;7;2;1;0,159;0,855;1,6925;3;1,416;2,33333333333333;0,69925;0,5;1,73833333333333;1,33333333333333;14;17;"X"
"131";28637;"2018-12-01 19:30:00";14;"Sampdoria";4;"Bologna";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";25;27;2;1;1,671;0,988;1,7375;0,5;1,244;0,666666666666667;0,5685;1;1,21533333333333;0,666666666666667;16;11;"1"
"132";28638;"2018-12-01 17:00:00";14;"Fiorentina";0;"Juventus";3;"Serie A";"Italy";"2018-08-19";"2019-05-26";4;20;2;1;1,159;1,739;1,3125;1;1,94433333333333;3;1,49775;0,75;1,92766666666667;2,33333333333333;18;37;"2"
"133";28639;"2018-12-01 14:00:00";14;"SPAL";2;"Empoli";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";16;5;2;1;0,718;2,247;1,90733333333333;0,333333333333333;0,9775;0,5;1,047;1;1,562;1,5;13;12;"X"
"134";28666;"2018-12-02 19:30:00";14;"Roma";2;"Internazionale";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";19;22;2;1;1,716;2,209;2,3335;1,5;1,42666666666667;2;1,21925;1,25;2,78733333333333;3;19;28;"X"
"135";28667;"2018-12-02 17:00:00";14;"Chievo";1;"Lazio";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";26;23;2;1;1,101;1,028;1,21233333333333;0,333333333333333;2,176;2;0,647;0,333333333333333;1,53975;1,75;4;23;"X"
"136";28668;"2018-12-02 14:00:00";14;"Frosinone";1;"Cagliari";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";10;3;2;1;1,689;1,83;0,867;1;0,884333333333333;0,666666666666667;0,97925;1;1,18133333333333;2,33333333333333;7;15;"X"
"137";28669;"2018-12-02 14:00:00";14;"Sassuolo";0;"Udinese";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";9;24;2;1;1,83;0,143;1,2395;1;2,191;0,5;1,058;1;1,06775;0,75;19;12;"X"
"138";28670;"2018-12-02 14:00:00";14;"Torino";2;"Genoa";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";7;11;2;1;2,388;1,638;1,73833333333333;1,33333333333333;0,497666666666667;0,333333333333333;1,20633333333333;1,66666666666667;1,547;0,666666666666667;18;15;"1"
"139";28671;"2018-12-02 11:30:00";14;"Milan";2;"Parma";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";18;21;2;1;1,352;1,251;1,513;2;1,37966666666667;2;0,613;1,33333333333333;1,016;1,33333333333333;22;20;"1"
"140";28698;"2018-12-03 19:30:00";14;"Atalanta";1;"Napoli";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";2;8;2;1;1,157;1,784;3,09866666666667;2;1,897;3;2,01666666666667;2;1,89125;2;18;29;"2"
"141";28728;"2018-12-07 19:30:00";15;"Juventus";1;"Internazionale";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";20;22;2;1;1,482;1,044;1,92766666666667;2,33333333333333;1,716;1,33333333333333;1,586;3;2,78733333333333;3;40;29;"1"
"142";28752;"2018-12-08 19:30:00";15;"Lazio";2;"Sampdoria";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";23;25;2;1;4,2;0,935;1,591;1,33333333333333;0,612;0,333333333333333;1,79333333333333;1,66666666666667;1,71533333333333;1,33333333333333;24;19;"X"
"143";28753;"2018-12-08 17:00:00";15;"Cagliari";2;"Roma";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";3;19;2;1;1,492;1,778;0,818;2;1,338;0,666666666666667;1,12075;0,75;2,12766666666667;1,33333333333333;16;20;"X"
"144";28754;"2018-12-08 14:00:00";15;"Napoli";4;"Frosinone";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";8;10;2;1;2,439;0,267;1,93233333333333;1,66666666666667;0,659;1,33333333333333;1,85933333333333;3;1,141;1;32;8;"1"
"145";28777;"2018-12-09 19:30:00";15;"Milan";0;"Torino";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";18;7;2;1;1,321;1;1,47275;2,25;1,20633333333333;1,66666666666667;0,5965;2;1,89466666666667;1,33333333333333;25;21;"X"
"146";28778;"2018-12-09 17:00:00";15;"Genoa";1;"SPAL";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";11;16;2;1;0,991;2,652;1,547;0,666666666666667;1,047;1;0,759333333333333;0;1,12033333333333;0,666666666666667;15;14;"X"
"147";28779;"2018-12-09 14:00:00";15;"Empoli";2;"Bologna";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";5;27;2;1;2,371;2,084;1,41666666666667;2;1,44633333333333;0,666666666666667;1,40066666666667;0,666666666666667;1,21533333333333;0,666666666666667;13;11;"1"
"148";28780;"2018-12-09 14:00:00";15;"Parma";1;"Chievo";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";21;26;2;1;1,572;1,483;1,016;1,33333333333333;0,7645;0,5;1,41;1;1,1845;0,5;20;5;"X"
"149";28781;"2018-12-09 14:00:00";15;"Udinese";1;"Atalanta";3;"Serie A";"Italy";"2018-08-19";"2019-05-26";24;2;2;1;0,901;2,261;1,17633333333333;1;2,01666666666667;2;1,50833333333333;0,666666666666667;2,75766666666667;2;13;18;"2"
"150";28782;"2018-12-09 11:30:00";15;"Sassuolo";3;"Fiorentina";3;"Serie A";"Italy";"2018-08-19";"2019-05-26";9;4;2;1;1,095;2,201;1,43633333333333;1;1,66133333333333;1;1,102;1,33333333333333;1,26133333333333;0,666666666666667;20;18;"X"
"151";28827;"2018-12-15 19:30:00";16;"Torino";0;"Juventus";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";7;20;2;1;0,61;1,35;1,89466666666667;1,33333333333333;1,586;3;1,30733333333333;1,66666666666667;1,80633333333333;3;22;43;"2"
"152";28828;"2018-12-15 17:00:00";16;"Internazionale";1;"Udinese";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";22;24;2;1;2,2;0,32;3,136;3;1,50833333333333;0,666666666666667;1,548;1;0,903;1;29;13;"1"
"153";28853;"2018-12-16 19:30:00";16;"Roma";3;"Genoa";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";19;11;2;1;1,873;2,142;2,3785;2;0,759333333333333;0;1,448;0,75;1,28733333333333;0,666666666666667;21;16;"1"
"154";28854;"2018-12-16 17:00:00";16;"Cagliari";0;"Napoli";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";3;8;2;1;0,657;0,976;1,04266666666667;1,66666666666667;1,7865;3;1,187;0,666666666666667;2,059;2;17;35;"2"
"155";28855;"2018-12-16 14:00:00";16;"Fiorentina";3;"Empoli";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";4;5;2;1;1,589;1,394;1,192;0,5;1,506;0,5;1,79625;1;1,65525;2,25;19;16;"1"
"156";28856;"2018-12-16 14:00:00";16;"Frosinone";0;"Sassuolo";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";10;9;2;1;0,415;1,177;1,188;1;1,332;1,5;0,561;1;1,351;1;8;21;"2"
"157";28857;"2018-12-16 14:00:00";16;"Sampdoria";2;"Parma";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";25;21;2;1;1,716;0,711;1,931;1,5;1,41;1;0,69275;0,5;1,45633333333333;1,66666666666667;20;21;"1"
"158";28858;"2018-12-16 11:30:00";16;"SPAL";0;"Chievo";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";16;26;2;1;0,589;0,94;1,12033333333333;0,666666666666667;1,004;0,666666666666667;1,30066666666667;0,333333333333333;1,294;0,666666666666667;15;6;"X"
"159";28871;"2018-12-17 19:30:00";16;"Atalanta";1;"Lazio";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";2;23;2;1;0,761;0,684;2,75766666666667;2;1,2585;1;2,04566666666667;2;2,24325;1,25;21;25;"1"
"160";28873;"2018-12-18 19:30:00";16;"Bologna";0;"Milan";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";27;18;2;1;0,372;0,666;1,0755;0,5;0,5965;2;1,60575;0,5;1,25725;1,75;11;26;"X"
"161";28900;"2018-12-22 19:30:00";17;"Juventus";1;"Roma";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";20;19;2;1;2,278;0,253;1,80633333333333;3;1,66933333333333;0,666666666666667;1,541;3;2,21;2,33333333333333;46;24;"1"
"162";28901;"2018-12-22 17:00:00";17;"Chievo";1;"Internazionale";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";26;22;2;1;0,607;2,142;1,294;0,666666666666667;1,52433333333333;0,333333333333333;0,921;1;2,824;3;7;32;"X"
"163";28902;"2018-12-22 17:00:00";17;"Parma";0;"Bologna";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";21;27;2;1;0,777;0,265;1,45633333333333;1,66666666666667;1,63866666666667;0,333333333333333;1,18833333333333;1;0,841;0,666666666666667;21;12;"X"
"164";28903;"2018-12-22 14:00:00";17;"Empoli";2;"Sampdoria";4;"Serie A";"Italy";"2018-08-19";"2019-05-26";5;25;2;1;1,25;1,9;2,11633333333333;3;0,740333333333333;0,666666666666667;1,46866666666667;0,333333333333333;1,85933333333333;2;16;23;"2"
"165";28904;"2018-12-22 14:00:00";17;"Genoa";3;"Atalanta";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";11;2;2;1;1,397;2,662;1,28733333333333;0,666666666666667;2,04566666666667;2;1,34566666666667;0;2,01666666666667;2;16;24;"1"
"166";28905;"2018-12-22 14:00:00";17;"Milan";0;"Fiorentina";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";18;4;2;1;0,719;0,283;1,16466666666667;1,33333333333333;1,99833333333333;1;0,619666666666667;1,66666666666667;1,32433333333333;1,33333333333333;27;22;"2"
"167";28906;"2018-12-22 14:00:00";17;"Napoli";1;"SPAL";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";8;16;2;1;2,604;0,548;2,06566666666667;2,33333333333333;1,30066666666667;0,333333333333333;1,51633333333333;3;1,075;1;38;16;"1"
"168";28907;"2018-12-22 14:00:00";17;"Sassuolo";1;"Torino";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";9;7;2;1;2,512;0,264;1,15566666666667;1;1,30733333333333;1,66666666666667;1,28033333333333;2;1,77866666666667;1;24;22;"X"
"169";28908;"2018-12-22 14:00:00";17;"Udinese";1;"Frosinone";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";24;10;2;1;0,369;1,222;0,903;1;0,295666666666667;0,333333333333333;1,40566666666667;0,333333333333333;0,930333333333333;0,666666666666667;13;8;"X"
"170";28909;"2018-12-22 11:30:00";17;"Lazio";3;"Cagliari";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";23;3;2;1;2,592;1,813;2,57933333333333;1,66666666666667;1,187;0,666666666666667;1,067;0,666666666666667;0,769333333333333;0,666666666666667;25;17;"1"
"171";28975;"2018-12-26 19:30:00";18;"Internazionale";1;"Napoli";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";22;8;2;1;1,069;0,759;2,5535;3;1,51633333333333;3;1,67875;0,5;2,11666666666667;2,33333333333333;33;41;"1"
"172";28976;"2018-12-26 17:00:00";18;"Roma";3;"Sassuolo";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";19;9;2;1;4,117;0,591;2,21;2,33333333333333;1,348;1,5;1,09366666666667;0,333333333333333;1,49475;1;24;25;"1"
"173";28977;"2018-12-26 17:00:00";18;"SPAL";0;"Udinese";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";16;24;2;1;0,664;0,198;1,075;1;1,40566666666667;0,333333333333333;1,17666666666667;0,333333333333333;0,879;1,33333333333333;16;14;"X"
"174";28978;"2018-12-26 17:00:00";18;"Torino";3;"Empoli";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";7;5;2;1;1,2;0,22;1,77866666666667;1;1,8205;0,5;0,706333333333333;1;1,89975;2,25;23;16;"1"
"175";28979;"2018-12-26 14:00:00";18;"Atalanta";2;"Juventus";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";2;20;2;1;1,747;1,05;2,01666666666667;2;1,541;3;2,31466666666667;1;1,86133333333333;3;24;49;"X"
"176";28980;"2018-12-26 14:00:00";18;"Bologna";0;"Lazio";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";27;23;2;1;0,183;1,474;0,3495;1;1,067;0,666666666666667;1,29525;0,5;2,59633333333333;1,66666666666667;13;28;"2"
"177";28981;"2018-12-26 14:00:00";18;"Cagliari";1;"Genoa";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";3;11;2;1;1,508;0,615;0,769333333333333;0,666666666666667;1,89;0;1,54933333333333;0,666666666666667;1,31475;1,25;17;19;"1"
"178";28982;"2018-12-26 14:00:00";18;"Fiorentina";0;"Parma";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";4;21;2;1;1,489;0,477;1,374;1,5;1,18833333333333;1;1,5695;1,5;1,52066666666667;1,66666666666667;25;22;"2"
"179";28983;"2018-12-26 14:00:00";18;"Sampdoria";2;"Chievo";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";25;26;2;1;0,696;0,286;1,6935;3;0,921;1;1,03025;1,25;1,318;1;26;8;"1"
"180";28984;"2018-12-26 11:30:00";18;"Frosinone";0;"Milan";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";10;18;2;1;0,8;1,662;0,930333333333333;0,666666666666667;0,536;1;0,561666666666667;0,333333333333333;1,05325;1;9;27;"X"
"181";28994;"2018-12-29 19:30:00";19;"Milan";2;"SPAL";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";18;16;2;1;2,156;0,569;1,13066666666667;1,33333333333333;1,17666666666667;0,333333333333333;0,911333333333333;1;0,657;1;28;17;"1"
"182";28995;"2018-12-29 17:00:00";19;"Napoli";3;"Bologna";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";8;27;2;1;1,873;0,742;2,11666666666667;2,33333333333333;1,11233333333333;0,333333333333333;1,173;2;0,294;0,666666666666667;41;13;"1"
"183";28996;"2018-12-29 14:00:00";19;"Chievo";1;"Frosinone";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";26;10;2;1;1,034;0,631;0,854;1;0,561666666666667;0,333333333333333;0,76225;0,75;0,968;0,666666666666667;8;10;"1"
"184";28997;"2018-12-29 14:00:00";19;"Empoli";0;"Internazionale";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";5;22;2;1;0,431;0,925;2,01733333333333;2;1,79833333333333;0,666666666666667;1,287;0,333333333333333;2,05866666666667;3;16;36;"2"
"185";28998;"2018-12-29 14:00:00";19;"Genoa";0;"Fiorentina";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";11;4;2;1;0,563;1,88;1,461;1,66666666666667;1,36933333333333;1,66666666666667;1,465;0;1,41233333333333;1;19;25;"X"
"186";28999;"2018-12-29 14:00:00";19;"Lazio";1;"Torino";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";23;7;2;1;0,992;1,7;2,59633333333333;1,66666666666667;0,706333333333333;1;1,062;1,33333333333333;1,39933333333333;2;31;26;"X"
"187";29000;"2018-12-29 14:00:00";19;"Parma";0;"Roma";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";21;19;2;1;0,478;1,718;1,52066666666667;1,66666666666667;1,09366666666667;0,333333333333333;0,813;1;2,56866666666667;2,33333333333333;25;27;"2"
"188";29001;"2018-12-29 14:00:00";19;"Sassuolo";2;"Atalanta";6;"Serie A";"Italy";"2018-08-19";"2019-05-26";9;2;2;1;1,071;3,423;1,81233333333333;1;2,31466666666667;1;1,09566666666667;1;1,22166666666667;1,33333333333333;25;25;"2"
"189";29002;"2018-12-29 14:00:00";19;"Udinese";2;"Cagliari";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";24;3;2;1;1,995;0,328;0,879;1,33333333333333;1,8215;0,5;0,220333333333333;0,666666666666667;0,954;1,25;15;20;"1"
"190";29003;"2018-12-29 11:30:00";19;"Juventus";2;"Sampdoria";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";20;25;2;1;1,419;1,233;1,86133333333333;3;1,163;1,66666666666667;1,37966666666667;2,33333333333333;1,361;3;50;29;"1"
"191";42422;"2019-01-19 19:30:00";20;"Internazionale";0;"Sassuolo";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";22;9;2;1;1,24;1,381;1,6345;3;0,884;1,5;1,58;1,25;1,627;0,75;39;25;"X"
"192";42423;"2019-01-19 17:00:00";20;"Udinese";1;"Parma";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";24;21;2;1;1,467;2,41;1,08833333333333;1,33333333333333;0,813;1;0,220333333333333;0,666666666666667;0,942333333333333;0,666666666666667;18;25;"2"
"193";42424;"2019-01-19 14:00:00";20;"Roma";3;"Torino";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";19;7;2;1;3,061;1,406;2,56866666666667;2,33333333333333;0,988;1;1,24966666666667;1,33333333333333;1,39933333333333;2;30;27;"1"
"194";42455;"2019-01-20 19:30:00";20;"Napoli";2;"Lazio";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";8;23;2;1;2,065;1,424;2,30533333333333;3;1,062;1,33333333333333;1,173;2;2,59466666666667;1,66666666666667;44;32;"1"
"195";42456;"2019-01-20 17:00:00";20;"Cagliari";2;"Empoli";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";3;5;2;1;0,912;1,241;1,219;1,33333333333333;1,287;0,333333333333333;1,32366666666667;0,333333333333333;1,35066666666667;1;20;16;"X"
"196";42457;"2019-01-20 14:00:00";20;"SPAL";1;"Bologna";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";16;27;2;1;1,413;1,44;0,657;1;1,01975;0,25;1,25633333333333;0,333333333333333;0,2775;0,5;17;13;"X"
"197";42458;"2019-01-20 14:00:00";20;"Fiorentina";3;"Sampdoria";3;"Serie A";"Italy";"2018-08-19";"2019-05-26";4;25;2;1;2,764;2,005;1,41233333333333;1;1,356;1,33333333333333;1,45466666666667;1,66666666666667;1,361;3;26;29;"X"
"198";42459;"2019-01-20 11:30:00";20;"Frosinone";0;"Atalanta";5;"Serie A";"Italy";"2018-08-19";"2019-05-26";10;2;2;1;0,57;2,544;0,968;0,666666666666667;2,782;2;0,706666666666667;0,333333333333333;1,22166666666667;1,33333333333333;10;28;"2"
"199";42464;"2019-01-21 19:30:00";20;"Juventus";3;"Chievo";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";20;26;2;1;3,927;0,474;1,72633333333333;3;0,903;0,666666666666667;1,37966666666667;2,33333333333333;0,914;1,66666666666667;53;11;"1"
"200";42465;"2019-01-21 14:00:00";20;"Genoa";0;"Milan";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";11;18;2;1;1,754;1,554;0,983666666666667;1,66666666666667;1,164;1;1,465;0;1,387;1,75;20;31;"2"
"201";42504;"2019-01-26 19:30:00";21;"Milan";0;"Napoli";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";18;8;2;1;1,248;0,7;1,39866666666667;1,33333333333333;0,8675;1,5;1,294;1,66666666666667;2,24525;3;34;47;"X"
"202";42505;"2019-01-26 17:00:00";21;"Sampdoria";4;"Udinese";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";25;24;2;1;3,504;0,265;1,206;3;0,259;0,5;1,51825;1,25;1,183;1;30;18;"1"
"203";42506;"2019-01-26 14:00:00";21;"Sassuolo";3;"Cagliari";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";9;3;2;1;4,307;0,418;1,55933333333333;0,666666666666667;1,0705;0;1,04966666666667;1,33333333333333;1,14225;1,25;26;21;"1"
"204";42532;"2019-01-27 17:00:00";21;"Torino";1;"Internazionale";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";7;22;2;1;0,618;0,771;0,905;1,5;1,37033333333333;1,33333333333333;1,0925;0,75;1,503;2,33333333333333;27;40;"1"
"205";42533;"2019-01-27 14:00:00";21;"Bologna";0;"Frosinone";4;"Serie A";"Italy";"2018-08-19";"2019-05-26";27;10;2;1;0,817;1,58;0,2775;0,5;0,706666666666667;0,333333333333333;1,13275;0,5;0,595;0,333333333333333;14;10;"2"
"206";42534;"2019-01-27 14:00:00";21;"Atalanta";3;"Roma";3;"Serie A";"Italy";"2018-08-19";"2019-05-26";2;19;2;1;2,359;1,864;1,254;2;1,24966666666667;1,33333333333333;2,7225;2,25;3,017;3;31;33;"X"
"207";42535;"2019-01-27 14:00:00";21;"Parma";2;"SPAL";3;"Serie A";"Italy";"2018-08-19";"2019-05-26";21;16;2;1;2,669;1,974;0,942333333333333;0,666666666666667;1,25633333333333;0,333333333333333;1,19933333333333;2;0,888666666666667;1;28;18;"2"
"208";42536;"2019-01-27 11:30:00";21;"Chievo";3;"Fiorentina";4;"Serie A";"Italy";"2018-08-19";"2019-05-26";26;4;2;1;3,36;2,355;0,8205;2;1,45466666666667;1,66666666666667;0,79575;0,5;1,94733333333333;1,33333333333333;11;27;"2"
"209";42549;"2019-01-27 19:30:00";21;"Lazio";1;"Juventus";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";23;20;2;1;1,75;1,278;2,59466666666667;1,66666666666667;1,2;2;1,194;1;2,2765;3;32;56;"2"
"210";46161;"2019-01-28 19:30:00";21;"Empoli";1;"Genoa";3;"Serie A";"Italy";"2018-08-19";"2019-05-26";5;11;2;1;1,909;1,872;1,35066666666667;1;1,3785;0;0,951666666666667;0,333333333333333;1,17625;1,25;17;20;"2"
"211";46227;"2019-02-02 14:00:00";22;"Empoli";2;"Chievo";2;"Serie A";"Italy";"2018-08-19";"2019-05-26";5;26;2;1;2,767;1,715;1,19666666666667;0;0,566666666666667;0,333333333333333;0,951666666666667;0,333333333333333;1,667;1,33333333333333;17;11;"X"
"212";46266;"2019-02-03 19:30:00";22;"Roma";1;"Milan";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";19;18;2;1;1,781;0,781;3,017;3;1,294;1,66666666666667;1,27833333333333;1,33333333333333;1,37433333333333;1,33333333333333;34;35;"X"
"213";46267;"2019-02-03 17:00:00";22;"Internazionale";0;"Bologna";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";22;27;2;1;0,997;0,632;1,503;2,33333333333333;0,815666666666667;0,666666666666667;1,27933333333333;1,33333333333333;0,457333333333333;0,333333333333333;40;14;"2"
"214";46268;"2019-02-03 14:00:00";22;"Udinese";1;"Fiorentina";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";24;4;2;1;1,42;0,591;1,277;1,33333333333333;1,506;2,33333333333333;0,261;0,333333333333333;1,94733333333333;1,33333333333333;18;30;"X"
"215";46269;"2019-02-03 14:00:00";22;"Genoa";1;"Sassuolo";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";11;9;2;1;0,864;0,703;1,238;1,33333333333333;1,04966666666667;1,33333333333333;1,543;1;2,63;1,33333333333333;23;29;"X"
"216";46270;"2019-02-03 11:30:00";22;"SPAL";0;"Torino";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";16;7;2;1;0,665;0,305;0,888666666666667;1;1,12333333333333;0,666666666666667;1,03033333333333;1;0,809333333333333;2;21;30;"X"
"217";46271;"2019-02-02 19:30:00";22;"Juventus";3;"Parma";3;"Serie A";"Italy";"2018-08-19";"2019-05-26";20;21;2;1;2,161;1,174;2,54133333333333;3;1,19933333333333;2;1,226;2,33333333333333;1,308;0,333333333333333;59;28;"X"
"218";46272;"2019-02-02 17:00:00";22;"Napoli";3;"Sampdoria";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";8;25;2;1;1,991;0,826;2,18066666666667;3;1,71266666666667;1,33333333333333;0,811666666666667;1,33333333333333;1,972;3;48;33;"1"
"219";46279;"2019-02-04 20:00:00";22;"Cagliari";0;"Atalanta";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";3;2;2;1;1,003;0,834;1,02566666666667;1,33333333333333;2,87633333333333;2;0,853;0;1,62233333333333;1,66666666666667;21;32;"2"
"220";46280;"2019-02-04 18:00:00";22;"Frosinone";0;"Lazio";1;"Serie A";"Italy";"2018-08-19";"2019-05-26";10;23;2;1;1,302;1,172;0,595;0,333333333333333;1,194;1;1,14433333333333;1,33333333333333;1,778;1,33333333333333;13;32;"2"
"221";46293;"2019-02-07 19:30:00";23;"Lazio";1;"Empoli";0;"Serie A";"Italy";"2018-08-19";"2019-05-26";23;5;2;1;2,045;0,475;1,778;1,33333333333333;0,7305;0,5;1,35666666666667;2;1,58925;0,25;35;18;"1"
